predict,p0,p1
1,0.3891858374297151,0.6108141625702849
1,0.3077218444118231,0.6922781555881768
0,0.9702956097774764,0.0297043902225235
1,0.5081469402442529,0.4918530597557471
1,0.1343063185696199,0.8656936814303801
0,0.9495684965008347,0.0504315034991651
0,0.9827354231347531,0.0172645768652467
1,0.3410864361331395,0.6589135638668605
0,0.9950883260741796,0.0049116739258203
1,0.3209761037606734,0.6790238962393266
1,0.1399609348459443,0.8600390651540557
0,0.9841421577147598,0.0158578422852402
1,0.2126947346683823,0.7873052653316177
1,0.0965422205986594,0.9034577794013404
0,0.9865760337998234,0.0134239662001766
1,0.6272674776815529,0.3727325223184471
1,0.1396625176545777,0.8603374823454223
1,0.1873836933026474,0.8126163066973525
0,0.9906557073695678,0.0093442926304321
0,0.9819880747864904,0.0180119252135096
1,0.5243374698132592,0.4756625301867407
0,0.9827465584450078,0.0172534415549921
0,0.6954190860424657,0.3045809139575343
0,0.9789436315773996,0.0210563684226004
0,0.9338155295085592,0.066184470491441
0,0.9872975699411032,0.0127024300588969
0,0.9690336873667532,0.0309663126332468
0,0.7082422073589977,0.2917577926410023
1,0.3925533674696762,0.6074466325303238
0,0.9777479610690878,0.0222520389309121
1,0.5769742560107214,0.4230257439892786
0,0.9701660667445496,0.0298339332554503
1,0.2644492312031254,0.7355507687968745
0,0.7302840370149596,0.2697159629850404
1,0.1454122334614513,0.8545877665385486
1,0.210122120255079,0.789877879744921
1,0.2029930854064661,0.7970069145935339
1,0.4383272364047073,0.5616727635952927
0,0.9643735320217552,0.0356264679782448
0,0.9749950374620764,0.0250049625379237
1,0.3356451202198851,0.6643548797801149
1,0.3516899928901583,0.6483100071098417
1,0.1306042719290526,0.8693957280709473
0,0.975252302298483,0.024747697701517
0,0.9855861435748916,0.0144138564251084
0,0.9814014721378478,0.0185985278621522
0,0.6573830743527141,0.3426169256472858
1,0.5761614023180377,0.4238385976819622
0,0.6935817232102961,0.3064182767897039
1,0.091472086681668,0.908527913318332
1,0.2274446641532532,0.7725553358467467
0,0.9625512164533624,0.0374487835466375
1,0.3303091697675194,0.6696908302324805
0,0.8699561880712647,0.1300438119287352
1,0.1080360042987181,0.8919639957012818
0,0.9924827924226444,0.0075172075773555
0,0.776220546981854,0.2237794530181459
1,0.4480133648930851,0.5519866351069149
0,0.9086125015378224,0.0913874984621775
0,0.9806557255779051,0.0193442744220948
0,0.9635206438768088,0.0364793561231912
0,0.6998061268325495,0.3001938731674504
0,0.9874650899831524,0.0125349100168474
1,0.4624274687065192,0.5375725312934808
1,0.1429548096451512,0.8570451903548487
1,0.4674381233695902,0.5325618766304098
1,0.3241544611771317,0.6758455388228682
0,0.8445936902132207,0.1554063097867793
1,0.4889070567657431,0.5110929432342569
1,0.5218135227537715,0.4781864772462286
1,0.4687544790277215,0.5312455209722785
0,0.9841756783774248,0.0158243216225753
0,0.7291913160201123,0.2708086839798876
0,0.6939717520622976,0.3060282479377024
1,0.2297249151723421,0.7702750848276578
1,0.2078171410021007,0.7921828589978993
1,0.3853049224521757,0.6146950775478243
1,0.4391769555903164,0.5608230444096836
1,0.3371240023752995,0.6628759976247005
1,0.5354452635532334,0.4645547364467666
0,0.8662220052504859,0.1337779947495141
0,0.6520715540570614,0.3479284459429385
1,0.2482828375585068,0.7517171624414931
0,0.6455629762859172,0.3544370237140828
1,0.4920843892314385,0.5079156107685615
0,0.6899746199097061,0.3100253800902939
0,0.988554697134978,0.0114453028650219
1,0.4332154705292248,0.5667845294707752
0,0.6746390053658147,0.3253609946341853
1,0.2190714869281368,0.7809285130718632
0,0.9910317019526628,0.0089682980473373
1,0.1899392193972199,0.8100607806027801
0,0.9907460015001984,0.0092539984998015
0,0.9352356923741858,0.0647643076258141
1,0.1991034339868965,0.8008965660131034
0,0.984446280252834,0.0155537197471661
1,0.4655672696459539,0.534432730354046
1,0.4263581767562115,0.5736418232437884
0,0.9499300181978512,0.0500699818021489
1,0.2469631796707205,0.7530368203292794
0,0.9859985452781712,0.0140014547218287
1,0.0643154607945744,0.9356845392054256
0,0.935342696042099,0.064657303957901
0,0.981900488920182,0.0180995110798179
0,0.9665719207170294,0.0334280792829706
0,0.9802748569150452,0.0197251430849547
1,0.5782671314367048,0.4217328685632951
0,0.952333961663786,0.0476660383362138
0,0.9751420831897848,0.0248579168102151
0,0.8760592456161449,0.1239407543838551
1,0.2297105916787812,0.7702894083212187
0,0.9789546835681228,0.0210453164318773
1,0.328540825085043,0.671459174914957
0,0.9715430281735272,0.0284569718264727
0,0.9677950166940898,0.0322049833059101
0,0.6657436343625213,0.3342563656374787
1,0.2116831628102576,0.7883168371897423
0,0.9926490527695268,0.0073509472304732
0,0.654978522001125,0.3450214779988749
0,0.9525434377144976,0.0474565622855022
1,0.449753732145054,0.550246267854946
0,0.938792118979316,0.061207881020684
1,0.1602754244777737,0.8397245755222262
0,0.95867825545709,0.04132174454291
1,0.4788934574955183,0.5211065425044816
1,0.5992964293143214,0.4007035706856786
0,0.9887736851811316,0.0112263148188682
0,0.991330789962655,0.008669210037345
1,0.5040726788995187,0.4959273211004812
0,0.6784164713953447,0.3215835286046553
0,0.9635203933645764,0.0364796066354237
0,0.9788069710557328,0.0211930289442671
0,0.9564201039565308,0.0435798960434691
0,0.6689879245828798,0.3310120754171201
1,0.1688996138105535,0.8311003861894465
0,0.6924082558397693,0.3075917441602308
1,0.4698549572430238,0.5301450427569762
0,0.8569526847316558,0.1430473152683443
0,0.8156583618572761,0.1843416381427238
0,0.9929008641285932,0.0070991358714067
1,0.6343333021090102,0.3656666978909898
1,0.4105884671674582,0.5894115328325418
0,0.9807161860505909,0.0192838139494092
0,0.9899489256194056,0.0100510743805943
0,0.986633732211306,0.0133662677886939
1,0.5434653121495583,0.4565346878504416
0,0.9452871124054036,0.0547128875945965
1,0.2127177172096671,0.7872822827903329
0,0.6661210419020628,0.3338789580979372
1,0.5683277945702087,0.4316722054297913
0,0.9794569140354696,0.0205430859645304
1,0.1222713220992181,0.8777286779007819
0,0.9390008520507096,0.0609991479492905
1,0.6319817473043294,0.3680182526956705
0,0.6432013014827821,0.3567986985172179
1,0.6065916106563712,0.3934083893436287
0,0.9912359714998702,0.0087640285001297
0,0.9748155433048304,0.0251844566951696
1,0.1710261021738363,0.8289738978261637
0,0.9559784165558248,0.044021583444175
1,0.0527000006843512,0.9472999993156488
1,0.1822895592526179,0.8177104407473821
0,0.9894624918483456,0.0105375081516543
1,0.097341265327868,0.902658734672132
1,0.5002775769088558,0.4997224230911442
0,0.9883759518190376,0.0116240481809623
0,0.9902011790395524,0.0097988209604477
1,0.4440978907514101,0.5559021092485898
0,0.9732517522365256,0.0267482477634744
1,0.3010014035439815,0.6989985964560185
0,0.8609347947976791,0.1390652052023209
1,0.4663463182809805,0.5336536817190195
0,0.9917818257433983,0.0082181742566016
1,0.5963464964358598,0.4036535035641401
0,0.9705480326011892,0.0294519673988108
0,0.9732904045981162,0.0267095954018838
0,0.6992029701685663,0.3007970298314337
0,0.6581449311400962,0.3418550688599038
0,0.6654026494647146,0.3345973505352854
1,0.2959080997044729,0.704091900295527
0,0.6539568170680299,0.3460431829319701
0,0.985299988487348,0.0147000115126519
1,0.3700199369682437,0.6299800630317562
1,0.4642591068959675,0.5357408931040325
0,0.988389202867733,0.0116107971322669
1,0.1204426906284662,0.8795573093715338
1,0.2271088927234072,0.7728911072765927
0,0.991876599057027,0.008123400942973
0,0.9753617950325264,0.0246382049674736
1,0.2893968027386323,0.7106031972613677
1,0.4895272389662155,0.5104727610337845
1,0.2571271919993682,0.7428728080006318
0,0.99223499929576,0.0077650007042398
1,0.1323000190254927,0.8676999809745073
1,0.1818977597112744,0.8181022402887256
1,0.2356120685748113,0.7643879314251887
1,0.4354148544279917,0.5645851455720082
0,0.7014250158149151,0.2985749841850849
0,0.8741456379992253,0.1258543620007747
0,0.983289279509325,0.016710720490675
0,0.916248346721142,0.0837516532788578
1,0.4828809643675252,0.5171190356324747
0,0.8450435696664407,0.1549564303335593
0,0.9559702294222148,0.0440297705777851
1,0.4521802524447057,0.5478197475552943
0,0.9795171534684136,0.0204828465315865
1,0.1467233195260128,0.8532766804739872
0,0.9662321484605312,0.0337678515394688
1,0.0796809757608381,0.920319024239162
0,0.8001591629941192,0.1998408370058809
1,0.6411340203105913,0.3588659796894087
1,0.6034565066638682,0.3965434933361317
0,0.7527274856926939,0.2472725143073061
0,0.7765962155745448,0.2234037844254551
0,0.9818346786632104,0.0181653213367896
0,0.9323019840427124,0.0676980159572876
0,0.689757464259626,0.3102425357403739
0,0.993078118691995,0.0069218813080049
1,0.3728216471684745,0.6271783528315255
1,0.5870347064988937,0.4129652935011063
0,0.76252174520913,0.2374782547908699
1,0.5435515453895483,0.4564484546104517
1,0.1386248806147739,0.861375119385226
0,0.9753177757902688,0.0246822242097312
1,0.521268694527264,0.4787313054727359
1,0.1883001642200241,0.8116998357799758
1,0.504131196762424,0.495868803237576
0,0.9830580261321712,0.0169419738678288
1,0.3854915505962522,0.6145084494037478
0,0.9893203885074836,0.0106796114925165
0,0.9722515961903824,0.0277484038096176
1,0.2327313992017304,0.7672686007982695
0,0.9623882126865222,0.0376117873134778
1,0.1282993955474797,0.8717006044525203
1,0.1195632758981103,0.8804367241018897
1,0.0789484473643222,0.9210515526356776
1,0.1138540433318108,0.8861459566681892
0,0.9811368018768872,0.0188631981231128
0,0.6509255085801867,0.3490744914198133
0,0.88955792711818,0.1104420728818199
0,0.9872549007449763,0.0127450992550235
0,0.8853606247237306,0.1146393752762694
0,0.9299167614271168,0.0700832385728834
0,0.9678089602974632,0.0321910397025369
1,0.4276688868024132,0.5723311131975868
1,0.4338348871002786,0.5661651128997214
0,0.714898369744972,0.2851016302550279
0,0.9812528688931256,0.0187471311068742
1,0.2680002231169367,0.7319997768830633
1,0.2177521181128929,0.782247881887107
0,0.87061239564103,0.12938760435897
1,0.6099681135310252,0.3900318864689748
1,0.3866594196555574,0.6133405803444426
0,0.995807551365774,0.0041924486342259
1,0.1141014782457084,0.8858985217542915
1,0.5499499114331798,0.4500500885668202
0,0.9819117956117468,0.0180882043882531
0,0.6685246803847875,0.3314753196152124
1,0.1377604957936056,0.8622395042063944
0,0.6467646406245957,0.3532353593754042
1,0.2799171769222999,0.7200828230777001
0,0.9808948426666092,0.0191051573333908
1,0.5314493608881972,0.4685506391118029
1,0.3803493245673904,0.6196506754326095
1,0.1958472616530009,0.8041527383469991
0,0.7851379580382709,0.2148620419617291
1,0.1379649396258515,0.8620350603741485
0,0.8864524200285605,0.1135475799714395
1,0.2152983418261359,0.7847016581738641
0,0.9616013694082556,0.0383986305917444
0,0.9490856849008986,0.0509143150991013
0,0.9846222588940772,0.0153777411059228
0,0.8405667710835703,0.1594332289164297
0,0.9810430561413817,0.0189569438586184
0,0.9947397022913882,0.0052602977086118
0,0.9875754776124868,0.0124245223875131
0,0.979164598628532,0.0208354013714681
1,0.1996604873392731,0.8003395126607269
0,0.9873222799922072,0.0126777200077926
1,0.3027203639865342,0.6972796360134658
0,0.9669307082853892,0.0330692917146109
1,0.5361883545141826,0.4638116454858174
1,0.1087440131609768,0.8912559868390232
0,0.9500336824041076,0.0499663175958923
1,0.1554162222198234,0.8445837777801766
0,0.975417981594726,0.0245820184052739
1,0.5290521968349546,0.4709478031650453
0,0.7097748572515967,0.2902251427484032
0,0.9861019836581594,0.0138980163418406
0,0.7167256770555477,0.2832743229444523
0,0.9801576726224828,0.0198423273775172
0,0.9777268815284113,0.0222731184715887
1,0.2343743721180811,0.7656256278819189
0,0.9560699274495011,0.0439300725504987
1,0.3663522207229495,0.6336477792770505
0,0.9697611492948348,0.030238850705165
1,0.5977644188472384,0.4022355811527615
0,0.963459122434171,0.036540877565829
1,0.5079446812683233,0.4920553187316767
1,0.5669206942082725,0.4330793057917275
0,0.98396427202699,0.0160357279730098
0,0.9836068881410412,0.0163931118589588
0,0.9667633706279242,0.0332366293720757
1,0.1711149262848467,0.8288850737151533
0,0.9932358445605682,0.0067641554394317
0,0.7974720214235139,0.202527978576486
0,0.9778386080741814,0.0221613919258185
1,0.6314000202386804,0.3685999797613196
1,0.3666332353061334,0.6333667646938665
0,0.9572720902918964,0.0427279097081037
0,0.8908914815287151,0.1091085184712849
1,0.2280563719491906,0.7719436280508094
0,0.9906737676457305,0.0093262323542696
0,0.7159927900417815,0.2840072099582185
0,0.9832578780304136,0.0167421219695864
1,0.2169531102136767,0.7830468897863233
0,0.9811305689968662,0.0188694310031337
0,0.9526271768056072,0.0473728231943926
1,0.2458515955829292,0.7541484044170708
1,0.3685651735842413,0.6314348264157587
0,0.9464680523124904,0.0535319476875095
1,0.3364016557696772,0.6635983442303228
1,0.4414954189737098,0.5585045810262902
0,0.9750415555952724,0.0249584444047276
1,0.489976208583691,0.5100237914163089
1,0.4442491665201968,0.5557508334798031
0,0.9918454838770272,0.0081545161229729
1,0.5742158533774,0.4257841466225999
1,0.4070227105498843,0.5929772894501156
0,0.981507667110638,0.018492332889362
1,0.2419342605116883,0.7580657394883117
1,0.3415876611999486,0.6584123388000513
0,0.843187388573393,0.1568126114266069
0,0.7014990866516725,0.2985009133483275
0,0.7172660349913798,0.2827339650086202
1,0.1125211428635414,0.8874788571364586
1,0.2002421197097992,0.7997578802902008
1,0.0594489939235333,0.9405510060764668
0,0.9735072960439588,0.0264927039560411
0,0.9859716218730912,0.0140283781269089
0,0.7298402881286383,0.2701597118713617
0,0.9722537081393432,0.0277462918606567
1,0.2344307258176176,0.7655692741823824
0,0.9812516515687116,0.0187483484312883
0,0.9860762324677086,0.0139237675322914
1,0.3788107623579591,0.6211892376420409
1,0.5169325432930983,0.4830674567069016
1,0.5340037960186115,0.4659962039813885
0,0.9840832752961168,0.0159167247038831
0,0.7356325763507734,0.2643674236492265
0,0.9895980316620582,0.0104019683379418
1,0.4123048109960079,0.5876951890039921
0,0.976962276279545,0.0230377237204549
0,0.9760407737483568,0.0239592262516432
0,0.951773174940914,0.048226825059086
0,0.935633855889769,0.064366144110231
1,0.2120927535597836,0.7879072464402164
0,0.9727368364398524,0.0272631635601474
1,0.442284011071644,0.5577159889283559
1,0.2474383690857439,0.7525616309142561
1,0.5952878076033521,0.4047121923966479
0,0.9764567893767052,0.0235432106232947
0,0.780531688224398,0.2194683117756019
1,0.6303408397753709,0.369659160224629
1,0.4396738282501464,0.5603261717498536
1,0.6067903004007468,0.3932096995992532
1,0.2935547107385812,0.7064452892614188
0,0.9828958142331428,0.017104185766857
0,0.9696325368007253,0.0303674631992748
1,0.498706553211111,0.501293446788889
1,0.4480638907976647,0.5519361092023353
1,0.3559638928263061,0.6440361071736939
0,0.9536113605997892,0.0463886394002106
1,0.1454254239570175,0.8545745760429825
0,0.8515103503446695,0.1484896496553304
0,0.99403631303788,0.0059636869621198
0,0.986987853153616,0.0130121468463838
1,0.3475654228023367,0.6524345771976633
0,0.97937914848178,0.0206208515182201
1,0.5271635116667515,0.4728364883332485
1,0.1776502684041456,0.8223497315958543
1,0.4681884038522502,0.5318115961477498
1,0.3356054055800244,0.6643945944199756
0,0.97801412773136,0.02198587226864
1,0.400894131846968,0.599105868153032
1,0.5498464278777084,0.4501535721222915
1,0.6024816985106902,0.3975183014893097
0,0.9759175024047594,0.0240824975952405
0,0.968539038201784,0.0314609617982161
1,0.5683616406088098,0.4316383593911902
0,0.9469181474714288,0.0530818525285711
0,0.9870696900669113,0.0129303099330889
0,0.8718780945766623,0.1281219054233376
1,0.3256069330755721,0.6743930669244279
1,0.3148425645028426,0.6851574354971574
1,0.1618303455666941,0.8381696544333058
1,0.1480702765389159,0.8519297234610841
1,0.561431597916725,0.4385684020832749
0,0.6674474492957226,0.3325525507042773
1,0.0856111819539696,0.9143888180460304
0,0.8939727609215053,0.1060272390784946
1,0.0799823227594429,0.920017677240557
1,0.5514118140720845,0.4485881859279155
1,0.3314970625548461,0.6685029374451539
1,0.4180873617982555,0.5819126382017444
1,0.4565628284407157,0.5434371715592843
1,0.1012407282928803,0.8987592717071197
1,0.2098034056116119,0.7901965943883881
1,0.4926026389531197,0.5073973610468803
1,0.3018673902649712,0.6981326097350288
1,0.0917115323894854,0.9082884676105144
0,0.9886539618520166,0.0113460381479833
1,0.2246438610582647,0.7753561389417353
0,0.665569274378722,0.334430725621278
0,0.7073355290544561,0.2926644709455439
0,0.9823313397272307,0.0176686602727691
1,0.594727731136913,0.4052722688630869
1,0.5349259490481345,0.4650740509518655
1,0.4942771309646229,0.5057228690353771
0,0.9807718851410124,0.0192281148589875
0,0.9909826165081824,0.0090173834918174
1,0.5462327667682578,0.4537672332317422
1,0.4461911112099409,0.5538088887900591
1,0.3741015960692394,0.6258984039307606
0,0.9738293313561498,0.0261706686438502
0,0.9372953249264268,0.062704675073573
1,0.4573780671221414,0.5426219328778585
0,0.9899473330797168,0.0100526669202832
0,0.8584214633429565,0.1415785366570434
0,0.993536618750269,0.006463381249731
1,0.3755555287654357,0.6244444712345643
1,0.2239274078428397,0.7760725921571603
1,0.3726295698724455,0.6273704301275544
1,0.6402355874130459,0.3597644125869541
0,0.8470045351660587,0.1529954648339413
0,0.9767754522810492,0.0232245477189506
1,0.320085056219933,0.679914943780067
0,0.7205997274863075,0.2794002725136925
1,0.3756954509303908,0.6243045490696092
1,0.5579569804652004,0.4420430195347996
1,0.5426229171426179,0.4573770828573821
1,0.1204891396548677,0.8795108603451323
1,0.1923928516329243,0.8076071483670757
1,0.1959581276479466,0.8040418723520534
0,0.8677613928976544,0.1322386071023455
0,0.9943166909705224,0.0056833090294776
1,0.3711371215528336,0.6288628784471664
0,0.7983223533934701,0.2016776466065299
0,0.6483157506315147,0.3516842493684852
1,0.6336052419975182,0.3663947580024817
1,0.1032894141354754,0.8967105858645246
1,0.1172841412698324,0.8827158587301676
0,0.675401784231618,0.3245982157683819
0,0.9532066966988078,0.0467933033011922
0,0.9785425324011984,0.0214574675988015
0,0.817410872121693,0.1825891278783069
1,0.4137748124110251,0.5862251875889749
0,0.9827436501195436,0.0172563498804564
1,0.1385629883265993,0.8614370116734007
0,0.9514122444830378,0.0485877555169621
1,0.1313585109782796,0.8686414890217203
1,0.3278570913702849,0.672142908629715
1,0.3763181433249423,0.6236818566750577
0,0.6433907225939115,0.3566092774060884
1,0.2603170285566736,0.7396829714433264
1,0.4870850529081617,0.5129149470918383
0,0.9776594026471042,0.0223405973528958
1,0.3013073052057243,0.6986926947942756
0,0.9680210327225828,0.0319789672774171
1,0.4644838965977171,0.5355161034022828
1,0.5118388614885234,0.4881611385114766
1,0.5907695954926744,0.4092304045073255
1,0.2837347313268284,0.7162652686731715
0,0.989040593724325,0.010959406275675
0,0.9811467427681702,0.0188532572318298
1,0.460319942866969,0.539680057133031
1,0.280296918796423,0.719703081203577
1,0.3013225770161165,0.6986774229838835
1,0.5969156602256327,0.4030843397743672
1,0.593736380792798,0.406263619207202
0,0.8305518434515011,0.1694481565484989
1,0.5670717643992431,0.4329282356007569
1,0.3120883513924503,0.6879116486075497
1,0.6038721124949231,0.3961278875050769
0,0.9697129696873432,0.0302870303126566
0,0.9071695117544302,0.0928304882455697
1,0.2232281314056083,0.7767718685943916
1,0.5320962290146891,0.4679037709853109
0,0.9881771387462328,0.0118228612537673
1,0.2366205534566076,0.7633794465433924
0,0.9845616505350816,0.0154383494649182
1,0.3473741573593701,0.6526258426406298
1,0.0678855069594825,0.9321144930405174
1,0.2573453009385279,0.7426546990614721
1,0.2816719629126903,0.7183280370873096
0,0.9544328052090096,0.0455671947909902
1,0.2039484333836436,0.7960515666163563
1,0.4948003379451906,0.5051996620548094
1,0.6166870529642483,0.3833129470357517
0,0.9690660138618216,0.0309339861381784
0,0.9480298929730312,0.0519701070269687
0,0.904289667179534,0.0957103328204661
1,0.1672461515846913,0.8327538484153086
1,0.5426889423945722,0.4573110576054278
1,0.5729803996641276,0.4270196003358724
0,0.9213605072898056,0.0786394927101944
1,0.2442972361785351,0.7557027638214648
0,0.9699914422791774,0.0300085577208225
1,0.3692847567288366,0.6307152432711634
0,0.9762088819561594,0.0237911180438405
0,0.9768322130729032,0.0231677869270969
0,0.702481460743416,0.297518539256584
0,0.989288914332125,0.010711085667875
0,0.7837364785222287,0.2162635214777713
1,0.3772945613633154,0.6227054386366846
1,0.5601842311932371,0.4398157688067629
0,0.9950848418220782,0.0049151581779217
0,0.992811467850972,0.007188532149028
1,0.3671975266469981,0.6328024733530019
1,0.3603675097234355,0.6396324902765644
1,0.3147109244021406,0.6852890755978593
0,0.9862557509910086,0.0137442490089914
0,0.9848517497149292,0.0151482502850707
1,0.4442692312606588,0.5557307687393411
1,0.2778978177036187,0.7221021822963812
1,0.4320542008198388,0.5679457991801612
0,0.7385931890590467,0.2614068109409533
1,0.4931903588845009,0.5068096411154991
0,0.7533822486511902,0.2466177513488098
1,0.4991578166475561,0.5008421833524439
1,0.5094008118036186,0.4905991881963814
1,0.5233369682235445,0.4766630317764555
1,0.266373693811665,0.733626306188335
1,0.5742876642301113,0.4257123357698886
0,0.9907752005245688,0.0092247994754312
1,0.330386343614336,0.669613656385664
0,0.9687166300173652,0.0312833699826349
0,0.9369346387804044,0.0630653612195955
0,0.6674412153888605,0.3325587846111394
0,0.9649850520030576,0.0350149479969424
1,0.1876361781225409,0.812363821877459
0,0.993649084952058,0.0063509150479419
1,0.1451404524130828,0.8548595475869172
1,0.2572832849113569,0.7427167150886431
0,0.9804130007130144,0.0195869992869857
1,0.6281587052033555,0.3718412947966446
0,0.9691328291753634,0.0308671708246366
1,0.5218710889860567,0.4781289110139433
1,0.164303436541718,0.8356965634582819
1,0.5843938570134699,0.4156061429865301
0,0.9933905660734764,0.0066094339265235
0,0.8642077225199931,0.1357922774800068
1,0.3993178750463634,0.6006821249536366
0,0.9832050365694112,0.0167949634305888
0,0.9197092016515352,0.0802907983484648
1,0.5106782275012917,0.4893217724987083
0,0.9889835101746464,0.0110164898253537
1,0.1453177440614664,0.8546822559385335
0,0.9843487996730724,0.0156512003269276
1,0.3311624878513868,0.6688375121486132
0,0.9831523950585408,0.0168476049414592
1,0.2454984199216766,0.7545015800783234
0,0.9806894674072224,0.0193105325927775
1,0.1277157318712737,0.8722842681287263
1,0.4967806000466791,0.5032193999533209
0,0.9803975697305396,0.0196024302694603
1,0.387734256858136,0.612265743141864
0,0.9947519828037094,0.0052480171962906
0,0.9754490421314844,0.0245509578685156
0,0.8295714733765189,0.170428526623481
1,0.1742096194734429,0.8257903805265571
0,0.6894667381474242,0.3105332618525758
1,0.2481842239815412,0.7518157760184587
1,0.457059186157615,0.542940813842385
0,0.964579815343313,0.0354201846566869
0,0.6564851219816361,0.3435148780183638
0,0.8623672877408566,0.1376327122591434
1,0.4662187902862144,0.5337812097137856
1,0.2537493375214774,0.7462506624785226
1,0.2452592706472337,0.7547407293527663
0,0.9249751322168316,0.0750248677831683
0,0.9924327382129956,0.0075672617870042
0,0.6444376482289295,0.3555623517710705
1,0.4452159085770863,0.5547840914229136
0,0.9797031852662124,0.0202968147337877
1,0.1966708515320125,0.8033291484679874
1,0.4430149345220429,0.5569850654779571
1,0.3947452141383011,0.6052547858616989
0,0.984794398698009,0.015205601301991
0,0.8561216027512583,0.1438783972487417
0,0.652900655185918,0.3470993448140819
1,0.3327545255536017,0.6672454744463983
0,0.98352931372787,0.0164706862721301
